Unnamed: 0,Unnamed: 1,First Contact (sec.),Last Contact (sec.),Integ. Pressure (p x sec.),Foot Length (cm.),Foot Length %,Foot Width (cm.),Foot Area (cm. x cm.),Foot Angle (degrees),Toe In/Out Angle (degrees),Foot Toe X Location (cm.),Foot Toe Y Location (cm.),Foot Heel X Location (cm.),Foot Heel Y Location (cm.),Foot Center X Location (cm.),Foot Center Y Location (cm.),Step Length (cm.),Absolute Step Length (cm.),Stride Length (cm.),Stride Width (cm.),Step Time (sec.),Stride Time (sec.),Stride Velocity (cm./sec.),DOP (degrees),Gait Cycle Time (sec.),Stance Time (sec.),Stance %,Swing Time (sec.),Swing %,Single Support (sec.),Single Support %,Initial D. Support (sec.),Initial D. Support %,Terminal D. Support (sec.),Terminal D. Support %,Total D. Support (sec.),Total D. Support %,CISP Time (sec.),CISP AP (%),CISP ML (%),Stance COP Dist. (cm.),SS COP Dist. (cm.),DS COP Dist. (cm.),Stance COP Dist. %,SS COP Dist. %,Stance COP Path Eff. %,SS COP Path Eff. %,DS COP Path Eff.%,Velocity (cm./sec.),Ambulation Time (sec.),Cadence (steps/min.),FAP,Mean GVI,Left GVI,Right GVI,Walk Ratio (cm./(steps/min.))
53,6: Right 3,48.467,49.167,169.9,31.757,92.682,13.172,328.536,-9.605,9.883,339.76,22.17,308.448,27.469,324.104,24.82,61.423,61.875,121.338,7.468,0.542,1.083,112.004,0.278,1.083,0.708,65.385,0.375,34.615,0.392,36.154,0.15,13.846,0.167,15.385,0.317,29.231,49.1,7.623,12.819,29.733,10.044,53.692,86.775,29.313,98.022,97.712,99.983,,,,,,,,
54,6: Left 4,49.008,49.692,157.558,32.637,95.532,12.725,326.191,10.292,8.624,400.439,41.06,368.327,35.228,384.383,38.144,57.945,58.633,119.168,8.956,0.5,1.042,114.401,1.668,1.042,0.692,66.4,0.35,33.6,0.375,36.0,0.167,16.0,0.15,14.4,0.317,30.4,49.617,10.352,-0.774,28.055,9.254,51.45,82.12,27.086,96.827,96.943,99.91,,,,,,,,
55,6: Right 4,49.55,50.225,153.058,31.18,90.996,13.424,328.725,-7.563,8.419,460.693,23.955,429.785,28.058,445.239,26.006,58.332,59.145,116.144,9.776,0.567,1.067,108.885,0.856,1.067,0.683,64.063,0.383,35.937,0.35,32.813,0.15,14.063,0.183,17.188,0.333,31.25,50.142,9.643,-3.358,29.248,8.522,52.559,85.357,24.871,97.928,98.321,99.979,,,,,,,,
56,6: Left 5,50.05,50.758,138.233,31.4,91.912,12.008,296.138,11.857,,518.175,45.15,487.444,38.697,502.809,41.923,,,,,,,,,,0.717,,,,0.383,,0.183,,0.15,,0.333,,,,,29.648,8.511,50.302,86.783,24.914,97.005,96.53,99.961,,,,,,,,
57,6: Right 5,50.617,51.367,169.75,31.211,91.088,13.344,327.1,-8.842,,576.756,24.996,545.915,29.794,561.336,27.395,,,,,,,,,,0.758,,,,,,0.15,,,,,,,,,22.159,,,64.671,,92.817,,,,,,,,,,
58,7: Right 1,54.025,54.75,182.908,30.245,88.268,13.064,310.33,167.83,9.795,535.362,29.515,564.927,23.139,550.144,26.327,57.523,58.128,115.416,8.366,0.533,1.092,105.725,177.626,1.092,0.733,67.176,0.358,32.824,,,,,0.175,16.031,,,,,,28.145,,51.567,82.138,,97.079,,99.973,,,,,,,,
59,7: Left 1,54.583,55.275,182.942,31.624,92.566,12.568,312.166,-169.558,14.024,475.636,11.447,506.736,17.178,491.186,14.312,58.536,58.971,116.222,7.152,0.533,1.067,108.958,176.418,1.067,0.7,65.625,0.367,34.375,0.358,33.594,0.175,16.406,0.167,15.625,0.342,32.031,,,,28.097,9.276,50.177,82.241,27.152,97.522,98.44,99.96,,,,,,,,
60,7: Right 2,55.117,55.8,146.992,31.093,90.742,13.242,323.365,168.872,11.197,419.102,33.921,449.61,27.92,434.356,30.92,56.665,56.768,115.538,3.409,0.533,1.067,108.317,-179.931,1.067,0.692,64.844,0.375,35.156,0.367,34.375,0.167,15.625,0.158,14.844,0.325,30.469,55.733,10.344,-0.669,27.842,8.915,50.678,81.256,26.018,96.625,95.573,99.975,,,,,,,,
61,7: Left 2,55.65,56.35,154.075,31.073,90.952,13.074,319.057,-171.335,3.562,360.023,19.758,390.741,24.439,375.382,22.099,58.521,59.116,114.669,8.369,0.525,1.058,108.348,-174.897,1.058,0.708,66.929,0.35,33.071,0.375,35.433,0.158,14.961,0.175,16.535,0.333,31.496,56.258,6.076,19.498,27.882,7.934,47.165,81.613,23.225,96.957,96.357,99.964,,,,,,,,
62,7: Right 3,56.183,56.875,160.983,31.897,93.09,12.49,312.893,173.669,7.923,302.369,31.297,334.072,27.78,318.221,29.539,56.175,57.429,114.074,11.937,0.567,1.092,104.495,-178.407,1.092,0.7,64.122,0.392,35.878,0.35,32.061,0.175,16.031,0.175,16.031,0.35,32.061,56.8,4.264,12.862,27.691,10.684,49.89,80.814,31.179,97.666,99.083,99.968,,,,,,,,
63,7: Left 3,56.708,57.442,176.567,31.303,91.626,13.213,324.856,-168.124,13.168,245.895,7.797,276.527,14.239,261.211,11.018,59.589,60.279,116.294,9.095,0.533,1.1,105.721,178.708,1.1,0.742,67.424,0.358,32.576,0.392,35.606,0.175,15.909,0.175,15.909,0.35,31.818,57.342,5.329,8.606,29.515,9.485,48.206,86.393,27.763,97.728,97.821,99.959,,,,,,,,
64,7: Right 4,57.275,57.992,161.558,31.736,92.619,12.627,314.736,169.263,10.572,188.862,30.522,220.042,24.61,204.452,27.566,60.888,61.401,120.644,7.921,0.575,1.108,108.852,179.835,1.108,0.725,65.414,0.383,34.586,0.358,32.331,0.175,15.789,0.192,17.293,0.367,33.083,57.9,8.098,17.994,27.304,10.43,54.325,79.686,30.441,96.525,97.715,99.973,,,,,,,,
65,7: Left 4,57.808,58.55,215.208,31.855,93.244,13.432,336.054,-165.067,15.413,129.484,8.652,160.263,16.861,144.873,12.756,60.605,61.078,121.536,7.586,0.558,1.133,107.238,179.52,1.133,0.75,66.176,0.383,33.824,0.383,33.824,0.192,16.912,0.175,15.441,0.367,32.353,58.458,9.181,11.778,28.477,7.575,52.609,83.354,22.172,95.784,96.024,99.94,,,,,,,,
66,7: Right 5,58.383,59.108,151.842,30.424,88.791,13.377,319.637,167.632,,69.68,31.473,99.398,24.956,84.539,28.215,,,,,,,,,,0.733,,,,0.383,,0.175,,0.175,,0.35,,,,,28.097,9.825,54.751,81.999,28.674,96.415,97.635,99.968,,,,,,,,
67,7: Left 5,58.942,59.692,228.392,31.85,93.228,13.267,331.878,-168.547,,7.515,11.555,38.731,17.879,23.123,14.717,,,,,,,,,,0.758,,,,,,0.175,,,,,,,,,28.546,,,83.555,,98.134,,,,,,,,,,
68,8: Right 1,61.892,62.592,176.133,31.969,93.3,13.219,331.901,-14.154,12.106,77.977,22.118,46.978,29.935,62.478,26.026,60.88,61.501,117.312,8.72,0.55,1.075,109.128,-2.048,1.075,0.708,65.891,0.367,34.109,,,,,0.183,17.054,,,,,,26.941,,50.783,78.625,,97.046,,99.973,,,,,,,,
69,8: Left 1,62.417,63.125,161.65,31.162,91.215,12.601,308.404,7.14,7.335,134.607,40.506,103.686,36.633,119.146,38.569,59.397,60.35,119.963,10.683,0.533,1.083,110.735,-0.196,1.083,0.717,66.154,0.367,33.846,0.367,33.846,0.183,16.923,0.167,15.385,0.35,32.308,,,,28.477,8.669,51.488,83.354,25.374,97.029,97.784,99.899,,,,,,,,
70,8: Right 2,62.967,63.675,198.792,32.474,94.773,13.126,334.768,-8.234,8.206,196.355,21.092,164.215,25.743,180.285,23.417,59.422,60.344,118.85,10.509,0.558,1.092,108.871,-0.028,1.092,0.717,65.649,0.375,34.351,0.367,33.588,0.167,15.267,0.183,16.794,0.35,32.061,63.592,4.871,2.83,29.382,9.386,53.464,85.75,27.391,95.861,97.503,99.993,,,,,,,,
71,8: Left 2,63.5,64.217,172.767,30.922,90.511,12.609,306.215,11.532,12.7,253.946,42.405,223.649,36.223,238.797,39.314,58.546,59.284,118.166,9.325,0.533,1.092,108.243,-1.168,1.092,0.725,66.412,0.367,33.588,0.375,34.351,0.183,16.794,0.167,15.267,0.35,32.061,64.133,5.121,1.434,29.457,8.649,51.145,86.224,25.317,97.563,97.713,99.765,,,,,,,,
72,8: Right 3,64.058,64.767,193.35,31.205,91.071,12.923,316.729,-8.836,9.31,313.901,20.892,283.066,25.685,298.483,23.289,61.31,61.784,120.099,7.644,0.55,1.083,110.861,0.474,1.083,0.717,66.154,0.367,33.846,0.367,33.846,0.167,15.385,0.183,16.923,0.35,32.308,64.683,7.745,10.202,28.055,9.886,54.201,81.878,28.852,96.847,97.119,99.984,,,,,,,,
73,8: Left 3,64.592,65.292,176.958,32.123,94.026,12.944,326.576,12.41,11.257,373.162,40.718,341.79,33.815,357.476,37.266,65.614,66.145,126.828,8.371,0.533,1.083,117.072,1.153,1.083,0.708,65.385,0.375,34.615,0.367,33.846,0.183,16.923,0.158,14.615,0.342,31.538,65.208,9.393,0.226,26.563,8.046,52.511,77.753,23.551,97.517,97.876,99.979,,,,,,,,
74,8: Right 4,65.142,65.833,186.883,31.886,93.058,12.41,310.787,-9.366,9.509,434.622,21.489,403.161,26.678,418.891,24.083,58.936,59.701,124.392,9.526,0.542,1.075,115.713,0.143,1.075,0.7,65.116,0.375,34.884,0.375,34.884,0.158,14.729,0.167,15.504,0.325,30.233,65.758,8.716,-2.305,28.638,9.929,56.444,83.58,28.978,97.865,97.46,99.985,,,,,,,,
75,8: Left 4,65.675,66.375,164.042,30.833,90.251,12.458,301.677,10.622,,498.897,42.052,468.592,36.368,483.745,39.21,,,,,,,,,,0.708,,,,0.375,,0.167,,0.167,,0.333,,,,,28.199,9.528,51.14,82.539,27.889,97.303,98.426,99.968,,,,,,,,
76,8: Right 5,66.217,66.933,202.575,31.632,92.317,13.354,331.766,-11.53,,558.546,20.666,527.552,26.989,543.049,23.828,,,,,,,,,,0.725,,,,,,0.167,,,,,,,,,29.382,,,85.75,,98.254,,,,,,,,,,
77,9: Right 1,69.7,70.4,171.367,30.69,89.566,13.242,319.188,166.865,12.189,535.405,34.397,565.292,27.423,550.349,30.91,57.609,57.962,115.566,6.39,0.533,1.075,107.503,179.055,1.075,0.708,65.891,0.367,34.109,,,,,0.167,15.504,,,,,,29.648,,52.671,86.527,,97.624,,99.968,,,,,,,,
78,9: Left 1,70.242,70.942,187.025,31.846,93.217,13.629,340.882,-171.242,6.508,475.763,17.141,507.238,21.99,491.5,19.566,61.235,61.982,118.399,9.591,0.525,1.058,111.873,-177.75,1.058,0.708,66.929,0.35,33.071,0.367,34.646,0.167,15.748,0.175,16.535,0.342,32.283,,,,26.895,7.047,49.826,78.724,20.627,96.168,96.536,99.936,,,,,,,,
79,9: Right 2,70.775,71.467,154.575,33.042,96.431,12.302,319.24,171.464,10.829,417.066,34.234,449.742,29.33,433.404,31.782,57.851,58.633,119.093,9.545,0.525,1.05,113.422,-177.707,1.05,0.7,66.667,0.35,33.333,0.35,33.333,0.175,16.667,0.175,16.667,0.35,33.333,71.392,10.682,14.264,27.94,10.542,53.155,81.541,30.765,96.966,98.262,99.973,,,,,,,,
80,9: Left 2,71.3,72.008,162.558,30.879,90.384,12.672,307.317,-168.059,9.361,358.72,10.952,388.931,17.341,373.826,14.147,56.985,57.827,114.787,9.835,0.517,1.042,110.196,-177.42,1.042,0.717,68.8,0.325,31.2,0.35,33.6,0.175,16.8,0.192,18.4,0.367,35.2,71.9,7.02,29.691,28.199,7.589,50.474,82.539,22.213,97.539,97.737,99.987,,,,,,,,
81,9: Right 3,71.825,72.517,152.583,32.834,95.825,12.026,310.117,168.413,11.378,298.579,31.159,330.744,24.564,314.662,27.862,58.379,59.722,114.818,12.596,0.55,1.067,107.641,179.79,1.067,0.7,65.625,0.367,34.375,0.325,30.469,0.192,17.969,0.183,17.188,0.375,35.156,72.442,4.196,19.984,30.164,10.448,51.641,88.031,30.491,96.369,97.288,99.976,,,,,,,,
82,9: Left 3,72.342,73.033,164.35,32.103,93.967,11.74,295.994,-171.309,9.383,242.526,7.324,274.26,12.175,258.393,9.749,60.607,61.804,119.09,12.104,0.492,1.042,114.326,179.308,1.042,0.7,67.2,0.342,32.8,0.367,35.2,0.183,17.6,0.15,14.4,0.333,32.0,72.958,7.52,2.412,29.457,8.189,52.204,86.224,23.97,97.473,95.73,99.975,,,,,,,,
83,9: Right 4,72.892,73.558,144.967,32.264,94.16,12.244,310.261,170.107,12.15,184.143,30.528,215.927,24.984,200.035,27.756,66.955,67.554,128.105,8.971,0.592,1.083,118.25,-177.744,1.083,0.675,62.308,0.408,37.692,0.342,31.538,0.15,13.846,0.183,16.923,0.333,30.769,73.475,9.463,10.401,28.097,9.605,54.399,81.999,28.031,97.604,98.207,99.97,,,,,,,,
84,9: Left 4,73.383,74.142,218.55,31.749,92.931,12.799,319.147,-165.154,,124.49,5.478,155.179,13.613,139.834,9.546,,,,,,,,,,0.767,,,,0.408,,0.183,,0.175,,0.358,,,,,29.648,8.427,57.345,86.783,24.666,97.557,96.632,99.929,,,,,,,,
85,9: Right 5,73.975,74.667,137.083,31.967,93.294,13.115,329.268,167.057,,56.767,27.101,87.922,19.941,72.345,23.521,,,,,,,,,,0.7,,,,,,0.175,,,,,,,,,28.082,,,81.957,,96.721,,,,,,,,,,
86,10: Left 1,76.692,77.425,171.033,30.241,88.517,12.834,304.822,11.511,12.581,29.694,41.868,0.061,35.834,14.878,38.851,59.587,59.871,119.26,5.82,0.525,1.108,107.603,-1.07,1.108,0.742,66.917,0.367,33.083,,,,,0.158,14.286,,,,,,27.423,,52.525,80.269,,94.366,,99.963,,,,,,,,
87,10: Right 1,77.275,77.975,146.942,31.614,92.264,12.881,319.827,-17.868,16.775,89.705,19.2,59.616,28.901,74.66,24.05,60.743,61.023,120.328,5.844,0.55,1.075,111.933,-1.093,1.075,0.708,65.891,0.367,34.109,0.367,34.109,0.158,14.729,0.183,17.054,0.342,31.783,,,,28.919,9.115,54.328,84.397,26.602,96.83,95.795,99.968,,,,,,,,
88,10: Left 2,77.8,78.5,152.5,31.961,93.551,12.215,306.615,11.667,10.462,150.601,40.07,119.301,33.607,134.951,36.838,64.074,64.606,124.533,8.275,0.55,1.1,113.212,1.205,1.1,0.708,64.394,0.392,35.606,0.367,33.333,0.183,16.667,0.158,14.394,0.342,31.061,78.417,6.976,1.864,29.457,9.05,51.281,86.224,26.491,97.331,96.926,99.887,,,,,,,,
89,10: Right 2,78.35,79.05,174.825,31.147,90.901,13.675,334.524,-10.073,9.237,210.588,21.157,179.922,26.605,195.255,23.881,58.622,59.564,122.361,10.551,0.517,1.067,114.713,-0.836,1.067,0.708,66.406,0.358,33.594,0.392,36.719,0.158,14.844,0.158,14.844,0.317,29.688,78.975,4.5,-6.85,28.014,10.369,53.538,81.757,30.262,98.722,99.039,99.988,,,,,,,,
90,10: Left 3,78.9,79.558,133.783,31.689,92.757,12.505,311.23,10.124,12.484,275.003,41.795,243.807,36.225,259.405,39.01,62.42,63.064,121.302,8.987,0.525,1.042,116.45,-2.36,1.042,0.667,64.0,0.375,36.0,0.358,34.4,0.158,15.2,0.15,14.4,0.308,29.6,79.483,5.88,-11.376,28.54,11.621,51.153,83.538,34.017,97.295,97.212,99.979,,,,,,,,
91,10: Right 3,79.417,80.092,167.358,31.875,93.025,12.478,312.375,-11.228,13.864,333.534,18.614,302.269,24.82,317.902,21.717,64.278,64.374,127.243,3.517,0.533,1.058,120.23,2.636,1.058,0.683,64.567,0.375,35.433,0.375,35.433,0.15,14.173,0.158,14.961,0.308,29.134,80.017,5.961,-11.074,28.434,9.194,53.378,82.982,26.833,97.545,97.328,99.971,,,,,,,,
92,10: Left 4,79.942,80.617,155.35,32.073,93.88,13.021,328.009,12.322,6.02,396.341,38.074,365.006,31.229,380.674,34.651,62.405,62.868,126.326,7.621,0.5,1.033,122.251,6.302,1.033,0.683,66.129,0.35,33.871,0.375,36.29,0.158,15.323,0.15,14.516,0.308,29.839,80.542,3.055,0.319,27.632,10.462,53.978,80.882,30.624,96.757,99.139,99.978,,,,,,,,
93,10: Right 4,80.475,81.133,142.067,32.647,95.277,12.656,324.512,-4.966,3.348,461.902,27.845,429.378,30.671,445.64,29.258,56.417,58.682,117.177,16.146,0.533,1.033,113.397,-1.618,1.033,0.667,64.516,0.367,35.484,0.35,33.871,0.15,14.516,0.167,16.129,0.317,30.645,81.05,4.884,6.686,29.272,10.392,52.422,85.429,30.329,98.697,99.527,99.976,,,,,,,,
94,10: Left 5,80.975,81.65,124.633,31.316,91.664,12.528,308.139,10.648,,521.346,50.882,490.569,45.096,505.957,47.989,,,,,,,,,,0.683,,,,0.367,,0.167,,0.15,,0.317,,,,,28.961,10.494,52.383,84.772,30.717,96.396,97.232,99.94,,,,,,,,
95,10: Right 5,81.508,82.225,186.708,30.054,87.712,13.292,313.742,-14.47,,575.609,19.854,546.508,27.364,561.058,23.609,,,,,,,,,,0.725,,,,,,0.15,,,,,,,,,26.582,,,77.577,,97.757,,,,,,,,,,
